,Name,Genus,Species,Tested_for_Alkaloids,Alkaloids,Ref_Alks,Antimalarial_Use,Ref_H_Mal,History_Fever,Ref_H_Fever,Activity_Antimalarial,Ref_Activity,Family,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_ID,Accepted_Rank
424,Schizozygia coffeoides Baill.,Schizozygia,coffeoides Baill.,Yes,Yes,201,,,,,Inactive,101,Apocynaceae,Schizozygia coffeoides,Schizozygia coffeoides,81764-1,81764-1,Species
425,Secamone afzelii (Reom. & Schult.) K. Schum.,Secamone,afzelii (Reom. & Schult.) K. Schum.,Yes,Yes,251,Yes,[200],,,Active,250,Apocynaceae,Secamone afzelii,Secamone afzelii,77079518-1,77079518-1,Species
426,Secamone alpini Schult.,Secamone,alpini Schult.,Yes,Yes,119,,,,,,,Apocynaceae,Secamone alpini,Secamone alpini,101298-1,101298-1,Species
427,Skytanthus acutus Meyen,Skytanthus,acutus Meyen,Yes,Yes,252,,,,,,,Apocynaceae,Skytanthus acutus,Skytanthus acutus,81785-1,81785-1,Species
428,Solenostemma oleifolium (Nectoux) Bullock & E. A. Bruce ex Maire,Solenostemma,oleifolium (Nectoux) Bullock & E. A. Bruce ex Maire,Yes,Yes,253,,,,,,,Apocynaceae,Solenostemma oleifolium,Solenostemma oleifolium,101435-1,101435-1,Species
429,Stapelia gigantea N.E.Br.,Stapelia,gigantea N.E.Br.,,,,,,,,,,Apocynaceae,Stapelia gigantea,Stapelia gigantea,101594-1,101594-1,Species
430,Stapelia grandiflora Masson,Stapelia,grandiflora Masson,,,,,,,,,,Apocynaceae,Stapelia grandiflora,Stapelia grandiflora,101605-1,101605-1,Species
431,Stapelia hirsuta L.,Stapelia,hirsuta L.,Yes,Yes,254,,,,,,,Apocynaceae,Stapelia hirsuta,Stapelia hirsuta,101613-1,101613-1,Species
432,Strempeliopsis strempelioides Benth.,Strempeliopsis,strempelioides Benth.,Yes,Yes,255,,,,,,,Apocynaceae,Strempeliopsis strempelioides,Strempeliopsis strempelioides,81849-1,81849-1,Species
433,Streptocaulon juventas (Lour.) Merr.,Streptocaulon,juventas (Lour.) Merr.,,,,Yes,R [256],,,Active,256,Apocynaceae,Streptocaulon juventas,Streptocaulon juventas,102040-1,102040-1,Species
434,Strophanthus boivinii Baill.,Strophanthus,boivinii Baill.,,,,,,,,,,Apocynaceae,Strophanthus boivinii,Strophanthus boivinii,81862-1,81862-1,Species
435,Strophanthus divaricatus (Lour.) Hook. & Arn.,Strophanthus,divaricatus (Lour.) Hook. & Arn.,,,,,,,,,,Apocynaceae,Strophanthus divaricatus,Strophanthus divaricatus,81877-1,81877-1,Species
436,Strophanthus eminii Asch. ex Pax,Strophanthus,eminii Asch. ex Pax,,,,Yes,R [257],,,Inactive,257,Apocynaceae,Strophanthus eminii,Strophanthus eminii,81881-1,81881-1,Species
437,Strophanthus gracilis K.Schum. & Pax,Strophanthus,gracilis K.Schum. & Pax,,,,,,,,,,Apocynaceae,Strophanthus gracilis,Strophanthus gracilis,81892-1,81892-1,Species
438,Strophanthus gratus (Wall. & Hook.) Baill.,Strophanthus,gratus (Wall. & Hook.) Baill.,,,,,,,,,,Apocynaceae,Strophanthus gratus,Strophanthus gratus,81895-1,81895-1,Species
439,Strophanthus hispidus DC.,Strophanthus,hispidus DC.,Yes,Yes,276,Yes,SB [152] [323],,,,,Apocynaceae,Strophanthus hispidus,Strophanthus hispidus,81900-1,81900-1,Species
440,Strophanthus kombe Oliv.,Strophanthus,kombe Oliv.,,,,,,,,,,Apocynaceae,Strophanthus kombe,Strophanthus kombe,81909-1,81909-1,Species
441,Strophanthus ledienii Stein,Strophanthus,ledienii Stein,,,,,,,,,,Apocynaceae,Strophanthus ledienii,Strophanthus ledienii,81912-1,81912-1,Species
442,Strophanthus nicholsonii Holmes,Strophanthus,nicholsonii Holmes,,,,,,,,,,Apocynaceae,Strophanthus nicholsonii,Strophanthus nicholsonii,81924-1,81924-1,Species
443,Strophanthus preussii Engl. & Pax,Strophanthus,preussii Engl. & Pax,,,,,,,,,,Apocynaceae,Strophanthus preussii,Strophanthus preussii,81938-1,81938-1,Species
444,Strophanthus sarmentosus DC.,Strophanthus,sarmentosus DC.,,,,,,,,,,Apocynaceae,Strophanthus sarmentosus,Strophanthus sarmentosus,81945-1,81945-1,Species
445,Strophanthus thollonii Franch.,Strophanthus,thollonii Franch.,,,,,,,,,,Apocynaceae,Strophanthus thollonii,Strophanthus thollonii,81960-1,81960-1,Species
446,Strophanthus vanderijstii Staner,Strophanthus,vanderijstii Staner,,,,,,,,,,Apocynaceae,Strophanthus vanderijstii,Strophanthus vanderijstii,81961-1,81961-1,Species
447,Strophanthus wallichii A. DC.,Strophanthus,wallichii A. DC.,Yes,Yes,259,,,,,,,Apocynaceae,Strophanthus wallichii,Strophanthus wallichii,81964-1,81964-1,Species
448,Tabernaemontana alba Mill.,Tabernaemontana,alba Mill.,Yes,Yes,55,,,,,,,Apocynaceae,Tabernaemontana alba,Tabernaemontana alba,81985-1,81985-1,Species
449,Tabernaemontana alternifolia L.,Tabernaemontana,alternifolia L.,Yes,Yes,201,,,,,,,Apocynaceae,Tabernaemontana alternifolia,Tabernaemontana alternifolia,81992-1,81992-1,Species
450,Tabernaemontana amygdalifolia Jacq.,Tabernaemontana,amygdalifolia Jacq.,Yes,Yes,56,,,,,,,Apocynaceae,Tabernaemontana amygdalifolia,Tabernaemontana amygdalifolia,81996-1,81996-1,Species
451,Tabernaemontana angulata Mart. ex Müll. Arg.,Tabernaemontana,angulata Mart. ex Müll. Arg.,Yes,Yes,59,,,,,,,Apocynaceae,Tabernaemontana angulata,Tabernaemontana angulata,82002-1,82002-1,Species
452,Tabernaemontana apoda C.Wright,Tabernaemontana,apoda C.Wright,Yes,Yes,KN,,,,,,,Apocynaceae,Tabernaemontana apoda,Tabernaemontana apoda,82007-1,82007-1,Species
453,Tabernaemontana arborea Rose,Tabernaemontana,arborea Rose,Yes,Yes,"KN, 55",,,,,Active,26/KN,Apocynaceae,Tabernaemontana arborea,Tabernaemontana arborea,248839-2,248839-2,Species
454,Tabernaemontana attenuata (Miers) Urb.,Tabernaemontana,attenuata (Miers) Urb.,Yes,Yes,KN,,,,,,,Apocynaceae,Tabernaemontana attenuata,Tabernaemontana attenuata,248841-2,248841-2,Species
455,Tabernaemontana aurantiaca Gaudich.,Tabernaemontana,aurantiaca Gaudich.,Yes,Yes,KN,,,,,,,Apocynaceae,Tabernaemontana aurantiaca,Tabernaemontana aurantiaca,82013-1,82013-1,Species
456,Tabernaemontana bovina Lour.,Tabernaemontana,bovina Lour.,Yes,Yes,"KN, 201",,,,,,,Apocynaceae,Tabernaemontana bovina,Tabernaemontana bovina,82026-1,82026-1,Species
457,Tabernaemontana brachyantha Stapf,Tabernaemontana,brachyantha Stapf,Yes,Yes,KN,,,,,,,Apocynaceae,Tabernaemontana brachyantha,Tabernaemontana brachyantha,82027-1,82027-1,Species
458,Tabernaemontana bufalina Lour.,Tabernaemontana,bufalina Lour.,Yes,Yes,"KN, 208",,,,,,,Apocynaceae,Tabernaemontana bufalina,Tabernaemontana bufalina,82034-1,82034-1,Species
459,Tabernaemontana calcarea Pichon,Tabernaemontana,calcarea Pichon,Yes,Yes,KN,,,,,,,Apocynaceae,Tabernaemontana calcarea,Tabernaemontana calcarea,82035-1,82035-1,Species
460,Tabernaemontana capuronii Leeuwenb.,Tabernaemontana,capuronii Leeuwenb.,Yes,Yes,KN,,,,,,,Apocynaceae,Tabernaemontana capuronii,Tabernaemontana capuronii,907601-1,907601-1,Species
461,Tabernaemontana catharinensis A. DC.,Tabernaemontana,catharinensis A. DC.,Yes,Yes,59,,,,,Active [26],"66, 26/KN",Apocynaceae,Tabernaemontana catharinensis,Tabernaemontana catharinensis,82043-1,82043-1,Species
462,Tabernaemontana cerifera Pancher & Sebert,Tabernaemontana,cerifera Pancher & Sebert,Yes,Yes,KN,,,,,,,Apocynaceae,Tabernaemontana cerifera,Tabernaemontana cerifera,82046-1,82046-1,Species
463,Tabernaemontana citrifolia L.,Tabernaemontana,citrifolia L.,Yes,Yes,56,,,,,,,Apocynaceae,Tabernaemontana citrifolia,Tabernaemontana citrifolia,82055-1,82055-1,Species
464,Tabernaemontana coffeoides Bojer ex A.DC.,Tabernaemontana,coffeoides Bojer ex A.DC.,Yes,Yes,KN,,,,,,,Apocynaceae,Tabernaemontana coffeoides,Tabernaemontana coffeoides,82059-1,82059-1,Species
465,Tabernaemontana contorta Stapf,Tabernaemontana,contorta Stapf,Yes,Yes,KN,,,,,,,Apocynaceae,Tabernaemontana contorta,Tabernaemontana contorta,82065-1,82065-1,Species
466,Tabernaemontana coriacea Link ex Reom. & Schult.,Tabernaemontana,coriacea Link ex Reom. & Schult.,Yes,Yes,59,,,,,,,Apocynaceae,Tabernaemontana coriacea,Tabernaemontana coriacea,248849-2,248849-2,Species
467,Tabernaemontana corymbosa Roxb. ex Wall.,Tabernaemontana,corymbosa Roxb. ex Wall.,Yes,Yes,"KN, 247",,,,,,,Apocynaceae,Tabernaemontana corymbosa,Tabernaemontana corymbosa,60466167-2,60466167-2,Species
468,Tabernaemontana crassa Benth.,Tabernaemontana,crassa Benth.,Yes,Yes,KN,Yes,322,,,,,Apocynaceae,Tabernaemontana crassa,Tabernaemontana crassa,82072-1,82072-1,Species
469,Tabernaemontana cymosa (Jacquin) Dugand,Tabernaemontana,cymosa (Jacquin) Dugand,Yes,Yes,60,,,,,Inactive,22,Apocynaceae,Tabernaemontana cymosa,Tabernaemontana cymosa,82084-1,82084-1,Species
470,Tabernaemontana debrayi (Markgr.) Leeuwenb.,Tabernaemontana,debrayi (Markgr.) Leeuwenb.,Yes,Yes,KN,,,,,,,Apocynaceae,Tabernaemontana debrayi,Tabernaemontana debrayi,913394-1,913394-1,Species
471,Tabernaemontana dichotoma Roxb. ex Wall.,Tabernaemontana,dichotoma Roxb. ex Wall.,Yes,Yes,KN,,,,,,,Apocynaceae,Tabernaemontana dichotoma,Tabernaemontana dichotoma,60466169-2,60466169-2,Species
472,Tabernaemontana divaricata (L.) R. Br. ex Roem. & Schult.,Tabernaemontana,divaricata (L.) R. Br. ex Roem. & Schult.,Yes,Yes,56,,,,,,,Apocynaceae,Tabernaemontana divaricata,Tabernaemontana divaricata,82097-1,82097-1,Species
473,Tabernaemontana donnell-smithii Rose,Tabernaemontana,donnell-smithii Rose,Yes,Yes,55,Yes,329,,,,,Apocynaceae,Tabernaemontana donnell-smithii,Tabernaemontana donnell-smithii,248857-2,248857-2,Species
474,Tabernaemontana eglandulosa Stapf,Tabernaemontana,eglandulosa Stapf,Yes,Yes,KN,,,,,,,Apocynaceae,Tabernaemontana eglandulosa,Tabernaemontana eglandulosa,82107-1,82107-1,Species
475,Tabernaemontana elegans Stapf,Tabernaemontana,elegans Stapf,Yes,Yes,56,Yes,R [125],,,Active,301/304,Apocynaceae,Tabernaemontana elegans,Tabernaemontana elegans,82109-1,82109-1,Species
476,Tabernaemontana flavicans Roem. & Schult.,Tabernaemontana,flavicans Roem. & Schult.,Yes,Yes,KN,,,,,,,Apocynaceae,Tabernaemontana flavicans,Tabernaemontana flavicans,82121-1,82121-1,Species
477,Tabernaemontana glandulosa (Stapf) Pichon,Tabernaemontana,glandulosa (Stapf) Pichon,Yes,Yes,KN,,,,,,,Apocynaceae,Tabernaemontana glandulosa,Tabernaemontana glandulosa,82129-1,82129-1,Species
478,Tabernaemontana heterophylla Vahl,Tabernaemontana,heterophylla Vahl,Yes,Yes,58/59,,,,,,,Apocynaceae,Tabernaemontana heterophylla,Tabernaemontana heterophylla,82146-1,82146-1,Species
479,Tabernaemontana humblotii (Baill.) Pichon,Tabernaemontana,humblotii (Baill.) Pichon,Yes,Yes,KN,,,,,,,Apocynaceae,Tabernaemontana humblotii,Tabernaemontana humblotii,82154-1,82154-1,Species
480,Tabernaemontana hystrix Steud.,Tabernaemontana,hystrix Steud.,Yes,Yes,59/302,Yes,[318],,,Active [26],26/302,Apocynaceae,Tabernaemontana hystrix,Tabernaemontana hystrix,82157-1,82157-1,Species
481,Tabernaemontana laeta Mart.,Tabernaemontana,laeta Mart.,Yes,Yes,59,,,,,,,Apocynaceae,Tabernaemontana laeta,Tabernaemontana laeta,82175-1,82175-1,Species
482,Tabernaemontana linkii A. DC.,Tabernaemontana,linkii A. DC.,,,,Yes,329,,,,,Apocynaceae,Tabernaemontana linkii,Tabernaemontana linkii,82189-1,82189-1,Species
483,Tabernaemontana litoralis Kunth.,Tabernaemontana,litoralis Kunth.,Yes,Yes,KN,,,,,,,Apocynaceae,Tabernaemontana litoralis,Tabernaemontana litoralis,285810-2,285810-2,Species
484,Tabernaemontana longipes Donn.Sm.,Tabernaemontana,longipes Donn.Sm.,Yes,Yes,KN,,,,,,,Apocynaceae,Tabernaemontana longipes,Tabernaemontana longipes,248876-2,248876-2,Species
485,Tabernaemontana macrocarpa Jack,Tabernaemontana,macrocarpa Jack,Yes,Yes,KN,,,,,,,Apocynaceae,Tabernaemontana macrocarpa,Tabernaemontana macrocarpa,82203-1,82203-1,Species
486,Tabernaemontana markgrafiana J. F. Macbr.,Tabernaemontana,markgrafiana J. F. Macbr.,Yes,Yes,62,,,,,,,Apocynaceae,Tabernaemontana markgrafiana,Tabernaemontana markgrafiana,288916-2,288916-2,Species
487,Tabernaemontana mocquerysi Aug.DC.,Tabernaemontana,mocquerysi Aug.DC.,Yes,Yes,KN,,,,,,,Apocynaceae,Tabernaemontana mocquerysi,Tabernaemontana mocquerysi,82224-1,82224-1,Species
488,Tabernaemontana odoratissima (Stapf) Leeuwenb.,Tabernaemontana,odoratissima (Stapf) Leeuwenb.,Yes,Yes,KN,,,,,,,Apocynaceae,Tabernaemontana odoratissima,Tabernaemontana odoratissima,20010230-1,20010230-1,Species
489,Tabernaemontana oppositifolia (Spreng.) Urb.,Tabernaemontana,oppositifolia (Spreng.) Urb.,Yes,Yes,KN,,,,,Active,26/KN,Apocynaceae,Tabernaemontana oppositifolia,Tabernaemontana oppositifolia,248887-2,248887-2,Species
490,Tabernaemontana pachysiphon Stapf,Tabernaemontana,pachysiphon Stapf,Yes,Yes,56,,,,,Active,"101, 26/KN",Apocynaceae,Tabernaemontana pachysiphon,Tabernaemontana pachysiphon,82263-1,82263-1,Species
491,"Tabernaemontana panamensis (Markgr., Boiteua & L. Allorge) Leeuwenb.",Tabernaemontana,"panamensis (Markgr., Boiteua & L. Allorge) Leeuwenb.",,,,,,,,Inactive,303,Apocynaceae,Tabernaemontana panamensis,Tabernaemontana panamensis,248892-2,248892-2,Species
492,Tabernaemontana pandacaqui Poir.,Tabernaemontana,pandacaqui Poir.,Yes,Yes,56,Yes,SB [88] [327],,,,,Apocynaceae,Tabernaemontana pandacaqui,Tabernaemontana pandacaqui,82269-1,82269-1,Species
493,Tabernaemontana peduncularis Wall.,Tabernaemontana,peduncularis Wall.,,,,,,,,Active,122,Apocynaceae,Tabernaemontana peduncularis,Tabernaemontana peduncularis,82280-1,82280-1,Species
494,Tabernaemontana penduliflora K.Schum.,Tabernaemontana,penduliflora K.Schum.,Yes,Yes,KN,,,,,,,Apocynaceae,Tabernaemontana penduliflora,Tabernaemontana penduliflora,82282-1,82282-1,Species
495,Tabernaemontana psorocarpa (Pierre ex Stapf) Pichon,Tabernaemontana,psorocarpa (Pierre ex Stapf) Pichon,Yes,Yes,KN,,,,,,,Apocynaceae,Tabernaemontana psorocarpa,Tabernaemontana psorocarpa,82297-1,82297-1,Species
496,Tabernaemontana retusa (Lam.) Pichon,Tabernaemontana,retusa (Lam.) Pichon,Yes,Yes,KN,,,,,,,Apocynaceae,Tabernaemontana retusa,Tabernaemontana retusa,82313-1,82313-1,Species
497,Tabernaemontana rupicola Benth.,Tabernaemontana,rupicola Benth.,Yes,Yes,59,,,,,Active,56,Apocynaceae,Tabernaemontana rupicola,Tabernaemontana rupicola,82322-1,82322-1,Species
498,Tabernaemontana salzmannii A. DC.,Tabernaemontana,salzmannii A. DC.,Yes,Yes,56/59,,,,,,,Apocynaceae,Tabernaemontana salzmannii,Tabernaemontana salzmannii,82325-1,82325-1,Species
499,Tabernaemontana sananho Ruiz & Pav.,Tabernaemontana,sananho Ruiz & Pav.,Yes,Yes,61,Yes,329,,,,,Apocynaceae,Tabernaemontana sananho,Tabernaemontana sananho,82327-1,82327-1,Species
500,Tabernaemontana sessilifolia Baker,Tabernaemontana,sessilifolia Baker,Yes,Yes,201,,,,,Inactive,201,Apocynaceae,Tabernaemontana sessilifolia,Tabernaemontana sessilifolia,82330-1,82330-1,Species
501,Tabernaemontana siphilitica (L.f.) Leeuwenb.,Tabernaemontana,siphilitica (L.f.) Leeuwenb.,Yes,Yes,"KN, 59",Yes,329,,,,,Apocynaceae,Tabernaemontana siphilitica,Tabernaemontana siphilitica,20001045-1,20001045-1,Species
502,Tabernaemontana solanifolia A. DC.,Tabernaemontana,solanifolia A. DC.,Yes,Yes,59,,,,,,,Apocynaceae,Tabernaemontana solanifolia,Tabernaemontana solanifolia,82334-1,82334-1,Species
503,Tabernaemontana sphaerocarpa Blume,Tabernaemontana,sphaerocarpa Blume,Yes,Yes,KN,,,,,,,Apocynaceae,Tabernaemontana sphaerocarpa,Tabernaemontana sphaerocarpa,82336-1,82336-1,Species
504,Tabernaemontana stapfiana Britten,Tabernaemontana,stapfiana Britten,Yes,Yes,288,,,,,,,Apocynaceae,Tabernaemontana stapfiana,Tabernaemontana stapfiana,82342-1,82342-1,Species
505,Tabernaemontana undulata Vahl,Tabernaemontana,undulata Vahl,Yes,Yes,KN,,,,,Inactive,298,Apocynaceae,Tabernaemontana undulata,Tabernaemontana undulata,82371-1,82371-1,Species
506,Tabernanthe iboga Baill.,Tabernanthe,iboga Baill.,Yes,Yes,260,,,,,,,Apocynaceae,Tabernanthe iboga,Tabernanthe iboga,56090-1,56090-1,Species
507,Telosma pallida (Roxb.) Craib,Telosma,pallida (Roxb.) Craib,Yes,Yes,233,,,,,,,Apocynaceae,Telosma pallida,Telosma pallida,102161-1,102161-1,Species
508,Telosma procumbens (Blanco) Merr.,Telosma,procumbens (Blanco) Merr.,,,,,,,,,,Apocynaceae,Telosma procumbens,Telosma procumbens,102163-1,102163-1,Species
509,Temnadenia odorifera (vell.) J. F. Morales,Temnadenia,odorifera (vell.) J. F. Morales,Yes,Yes,144,,,,,,,Apocynaceae,Temnadenia odorifera,Temnadenia odorifera,1007869-1,1007869-1,Species
510,Temnadenia violacea (Vell.) Miers,Temnadenia,violacea (Vell.) Miers,Yes,Yes,144,,,,,,,Apocynaceae,Temnadenia violacea,Temnadenia violacea,1039841-2,1039841-2,Species
511,Thevetia ahouai (L.) Vahl,Thevetia,ahouai (L.) Vahl,,,,,,,,,,Apocynaceae,Thevetia ahouai,Thevetia ahouai,82440-1,82440-1,Species
512,Trachelospermum asiaticum (Siebold & Zucc.) Nakai,Trachelospermum,asiaticum (Siebold & Zucc.) Nakai,,,,,,Yes,"L, S, R [320]",,,Apocynaceae,Trachelospermum asiaticum,Trachelospermum asiaticum,82528-1,82528-1,Species
513,Trachelospermum jasminoides (Lindl.) Lem.,Trachelospermum,jasminoides (Lindl.) Lem.,Yes,Yes,262,,,,,,,Apocynaceae,Trachelospermum jasminoides,Trachelospermum jasminoides,82553-1,82553-1,Species
514,Urceola lucida (Wall. ex Don) Kurz,Urceola,lucida (Wall. ex Don) Kurz,,,,,,,,,,Apocynaceae,Urceola lucida,Urceola lucida,82592-1,82592-1,Species
515,Urceola polymorpha (Pierre ex Spire) D. J. Middleton & Livsh.,Urceola,polymorpha (Pierre ex Spire) D. J. Middleton & Livsh.,Yes,Yes,141,,,,,,,Apocynaceae,Urceola polymorpha,Urceola polymorpha,77186121-1,77186121-1,Species
516,Urceola rosea (Hook. & Arn.) D.J.,Urceola,rosea (Hook. & Arn.) D.J.,,,,,,,,,,Apocynaceae,Urceola rosea,Urceola rosea,977799-1,977799-1,Species
517,Vallaris glabra (L.) Kuntze,Vallaris,glabra (L.) Kuntze,Yes,Yes,90,,,,,Active,90,Apocynaceae,Vallaris glabra,Vallaris glabra,82646-1,82646-1,Species
518,Vallaris solanacea (Roth) Kuntze,Vallaris,solanacea (Roth) Kuntze,Yes,Yes,263,,,,,,,Apocynaceae,Vallaris solanacea,Vallaris solanacea,82660-1,82660-1,Species
519,Vallesia glabra (Cav.) Link,Vallesia,glabra (Cav.) Link,Yes,Yes,"KN, 32",Yes,329,,,Active,33,Apocynaceae,Vallesia glabra,Vallesia glabra,82668-1,82668-1,Species
520,Vinca difformis Pourr.,Vinca,difformis Pourr.,Yes,Yes,KN,,,,,,,Apocynaceae,Vinca difformis,Vinca difformis,82683-1,82683-1,Species
521,Vinca erecta Regel & Schmalh.,Vinca,erecta Regel & Schmalh.,Yes,Yes,"KN, 267",,,,,,,Apocynaceae,Vinca erecta,Vinca erecta,82686-1,82686-1,Species
522,Vinca herbacea Waldst. & Kit.,Vinca,herbacea Waldst. & Kit.,Yes,Yes,"KN, 268",,,,,,,Apocynaceae,Vinca herbacea,Vinca herbacea,82691-1,82691-1,Species
523,Vinca major L.,Vinca,major L.,Yes,Yes,265,Yes,[79],Yes,[79],,,Apocynaceae,Vinca major,Vinca major,82697-1,82697-1,Species
524,Vinca minor L.,Vinca,minor L.,Yes,Yes,264,,,,,,,Apocynaceae,Vinca minor,Vinca minor,82701-1,82701-1,Species
525,Vincetoxicum amplexicaule Siebold & Zucc.,Vincetoxicum,amplexicaule Siebold & Zucc.,,,,,,,,,,Apocynaceae,Vincetoxicum amplexicaule,Vincetoxicum amplexicaule,102666-1,102666-1,Species
526,Vincetoxicum ascyrifolium Franch. & Sav.,Vincetoxicum,ascyrifolium Franch. & Sav.,,,,,,,,,,Apocynaceae,Vincetoxicum ascyrifolium,Vincetoxicum ascyrifolium,77176914-1,77176914-1,Species
527,Vincetoxicum atratum (Bung) C. Morren,Vincetoxicum,atratum (Bung) C. Morren,,,,Yes,[135],,,,,Apocynaceae,Vincetoxicum atratum,Vincetoxicum atratum,60457664-2,60457664-2,Species
528,Vincetoxicum auriculatum (Royle ex Wight) Kuntze,Vincetoxicum,auriculatum (Royle ex Wight) Kuntze,Yes,Yes,137,,,,,,,Apocynaceae,Vincetoxicum auriculatum,Vincetoxicum auriculatum,102680-1,102680-1,Species
529,Vincetoxicum chekiangense (M.Cheng) C.Y.Wu & D.Z.Li,Vincetoxicum,chekiangense (M.Cheng) C.Y.Wu & D.Z.Li,,,,,,,,,,Apocynaceae,Vincetoxicum chekiangense,Vincetoxicum chekiangense,946567-1,946567-1,Species
530,Vincetoxicum chinense S.Moore,Vincetoxicum,chinense S.Moore,,,,,,,,,,Apocynaceae,Vincetoxicum chinense,Vincetoxicum chinense,102721-1,102721-1,Species
531,Vincetoxicum dalzellii (Hook. f.) Kuntze,Vincetoxicum,dalzellii (Hook. f.) Kuntze,Yes,Yes,289,,,,,,,Apocynaceae,Vincetoxicum dalzellii,Vincetoxicum dalzellii,102744-1,102744-1,Species
532,Vincetoxicum forrestii (Schltr.) C. Y. Wu & D. Z. Li,Vincetoxicum,forrestii (Schltr.) C. Y. Wu & D. Z. Li,Yes,Yes,133,,,,,,,Apocynaceae,Vincetoxicum forrestii,Vincetoxicum forrestii,946558-1,946558-1,Species
533,Vincetoxicum glaucescens (Decne.) C.Y.Wu & D.Z.Li,Vincetoxicum,glaucescens (Decne.) C.Y.Wu & D.Z.Li,,,,,,,,,,Apocynaceae,Vincetoxicum glaucescens,Vincetoxicum glaucescens,946566-1,946566-1,Species
534,Vincetoxicum hirsutum (Wall.) Kuntze,Vincetoxicum,hirsutum (Wall.) Kuntze,,,,,,,,,,Apocynaceae,Vincetoxicum hirsutum,Vincetoxicum hirsutum,102807-1,102807-1,Species
535,Vincetoxicum hirundinaria Medik.,Vincetoxicum,hirundinaria Medik.,Yes,Yes,80,,,,,,,Apocynaceae,Vincetoxicum hirundinaria,Vincetoxicum hirundinaria,102810-1,102810-1,Species
536,Vincetoxicum mongolicum Maxim.,Vincetoxicum,mongolicum Maxim.,Yes,Yes,129,,,,,,,Apocynaceae,Vincetoxicum mongolicum,Vincetoxicum mongolicum,102881-1,102881-1,Species
537,Vincetoxicum mukdenense Kitag.,Vincetoxicum,mukdenense Kitag.,Yes,Yes,130,Yes,[136],,,,,Apocynaceae,Vincetoxicum mukdenense,Vincetoxicum mukdenense,102886-1,102886-1,Species
538,Vincetoxicum nigrum (L.) Moench,Vincetoxicum,nigrum (L.) Moench,Yes,Yes,80,,,,,,,Apocynaceae,Vincetoxicum nigrum,Vincetoxicum nigrum,1088174-2,1088174-2,Species
539,Vincetoxicum pumilum Decne.,Vincetoxicum,pumilum Decne.,Yes,Yes,80,,,,,,,Apocynaceae,Vincetoxicum pumilum,Vincetoxicum pumilum,102946-1,102946-1,Species
540,Vincetoxicum rossicum (Kleopow) Barbar.,Vincetoxicum,rossicum (Kleopow) Barbar.,Yes,Yes,80,,,,,,,Apocynaceae,Vincetoxicum rossicum,Vincetoxicum rossicum,60456000-2,60456000-2,Species
541,Vincetoxicum spirale (Forssk.) D. Z. Li,Vincetoxicum,spirale (Forssk.) D. Z. Li,Yes,Yes,232,,,,,,,Apocynaceae,Vincetoxicum spirale,Vincetoxicum spirale,946571-1,946571-1,Species
542,Vincetoxicum stauntonii (Decne.) C.Y.Wu & D.Z.Li,Vincetoxicum,stauntonii (Decne.) C.Y.Wu & D.Z.Li,,,,,,,,,,Apocynaceae,Vincetoxicum stauntonii,Vincetoxicum stauntonii,946561-1,946561-1,Species
543,Vincetoxicum stocksii Ali & Khatoon,Vincetoxicum,stocksii Ali & Khatoon,,,,,,,,Inactive,269,Apocynaceae,Vincetoxicum stocksii,Vincetoxicum stocksii,901235-1,901235-1,Species
544,Vincetoxicum sublanceolatum (Miq.) Maxim.,Vincetoxicum,sublanceolatum (Miq.) Maxim.,,,,,,,,,,Apocynaceae,Vincetoxicum sublanceolatum,Vincetoxicum sublanceolatum,103002-1,103002-1,Species
545,Vincetoxicum taihangense (Tsiang & H.D.Zhang) C.Y.Wu & D.Z.Li,Vincetoxicum,taihangense (Tsiang & H.D.Zhang) C.Y.Wu & D.Z.Li,,,,,,,,,,Apocynaceae,Vincetoxicum taihangense,Vincetoxicum taihangense,946568-1,946568-1,Species
546,Vincetoxicum tanakae (Maxim.) Franch. & Sav.,Vincetoxicum,tanakae (Maxim.) Franch. & Sav.,Yes,Yes,134,,,,,,,Apocynaceae,Vincetoxicum tanakae,Vincetoxicum tanakae,103006-1,103006-1,Species
547,Voacanga africana Stapf,Voacanga,africana Stapf,Yes,Yes,271,Yes,"Se, La, B, R [272] [322]",,,Active,26/KN,Apocynaceae,Voacanga africana,Voacanga africana,82719-1,82719-1,Species
548,Voacanga bracteata Stapf,Voacanga,bracteata Stapf,Yes,Yes,271,,,,,,,Apocynaceae,Voacanga bracteata,Voacanga bracteata,82725-1,82725-1,Species
549,Voacanga chalotiana Pierre ex Stapf,Voacanga,chalotiana Pierre ex Stapf,Yes,Yes,271,,,,,,,Apocynaceae,Voacanga chalotiana,Voacanga chalotiana,82727-1,82727-1,Species
