,Name,Genus,Species,Tested_for_Alkaloids,Alkaloids,Ref_Alks,Antimalarial_Use,Ref_H_Mal,History_Fever,Ref_H_Fever,Activity_Antimalarial,Ref_Activity,Family,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_ID,Accepted_Rank,Source
855,Nauclea pobeguinii (Hua ex Pobég.) Merr.,Nauclea,pobeguinii (Hua ex Pobég.) Merr.,1.0,1.0,39/152/232,1.0,62/135,,,1.0,62/152,Rubiaceae,Nauclea pobeguinii,Nauclea pobeguinii,757209-1,757209-1,Species,Manual
856,Nauclea robinsonii Merr.,Nauclea,robinsonii Merr.,1.0,1.0,39,,,,,,,Rubiaceae,Nauclea robinsonii,Nauclea robinsonii,757225-1,757225-1,Species,Manual
857,Nauclea subdita (Korth.) Stued.,Nauclea,subdita (Korth.) Stued.,1.0,1.0,"39, 233",,,,,,,Rubiaceae,Nauclea subdita,Nauclea subdita,757259-1,757259-1,Species,Manual
858,Nauclea tenuiflora (Havil.) Merr.,Nauclea,tenuiflora (Havil.) Merr.,1.0,1.0,39,,,,,,,Rubiaceae,Nauclea tenuiflora,Nauclea tenuiflora,757268-1,757268-1,Species,Manual
859,Neanotis hirsuta (L. f.) W. H. Lewis,Neanotis,hirsuta (L. f.) W. H. Lewis,1.0,1.0,185,,,,,,,Rubiaceae,Neanotis hirsuta,Neanotis hirsuta,757302-1,757302-1,Species,Manual
860,Neolamarckia cadamba (Roxb.) Bosser,Neolamarckia,cadamba (Roxb.) Bosser,1.0,1.0,102,,,,,,,Rubiaceae,Neolamarckia cadamba,Neolamarckia cadamba,914296-1,914296-1,Species,Manual
861,Neolamarckia macrophylla (Roxb.) Bosser,Neolamarckia,macrophylla (Roxb.) Bosser,1.0,1.0,39,,,,,,,Rubiaceae,Neolamarckia macrophylla,Neolamarckia macrophylla,914297-1,914297-1,Species,Manual
862,Neonauclea acuminata Ridsdale,Neonauclea,acuminata Ridsdale,1.0,1.0,39,,,,,,,Rubiaceae,Neonauclea acuminata,Neonauclea acuminata,757377-1,757377-1,Species,Manual
863,Neonauclea angustifolia (Havil.) Merr.,Neonauclea,angustifolia (Havil.) Merr.,1.0,1.0,39,,,,,,,Rubiaceae,Neonauclea angustifolia,Neonauclea angustifolia,757378-1,757378-1,Species,Manual
864,Neonauclea bartlingii (DC.) Merr.,Neonauclea,bartlingii (DC.) Merr.,1.0,1.0,39,,,,,,,Rubiaceae,Neonauclea bartlingii,Neonauclea bartlingii,757381-1,757381-1,Species,Manual
865,Neonauclea brassii S. Moore,Neonauclea,brassii S. Moore,1.0,1.0,39,,,,,,,Rubiaceae,Neonauclea brassii,Neonauclea brassii,757383-1,757383-1,Species,Manual
866,Neonauclea calycina (Bartl. ex DC.) Merr.,Neonauclea,calycina (Bartl. ex DC.) Merr.,1.0,1.0,39,,,,,,,Rubiaceae,Neonauclea calycina,Neonauclea calycina,757384-1,757384-1,Species,Manual
867,Neonauclea chalmersii (F. Muell.) Merr.,Neonauclea,chalmersii (F. Muell.) Merr.,1.0,1.0,39,,,,,,,Rubiaceae,Neonauclea chalmersii,Neonauclea chalmersii,757387-1,757387-1,Species,Manual
868,Neonauclea clemensiae Merr. & L. M. Perry,Neonauclea,clemensiae Merr. & L. M. Perry,1.0,1.0,39,,,,,,,Rubiaceae,Neonauclea clemensiae,Neonauclea clemensiae,757388-1,757388-1,Species,Manual
869,Neonauclea cyclophylla (Miq.) Merr.,Neonauclea,cyclophylla (Miq.) Merr.,1.0,1.0,39,,,,,,,Rubiaceae,Neonauclea cyclophylla,Neonauclea cyclophylla,757390-1,757390-1,Species,Manual
870,Neonauclea excelsa (Blume) Merr.,Neonauclea,excelsa (Blume) Merr.,1.0,1.0,39,,,,,,,Rubiaceae,Neonauclea excelsa,Neonauclea excelsa,757394-1,757394-1,Species,Manual
871,Neonauclea formicaria (Elmer) Merr.,Neonauclea,formicaria (Elmer) Merr.,1.0,1.0,39,,,,,,,Rubiaceae,Neonauclea formicaria,Neonauclea formicaria,757396-1,757396-1,Species,Manual
872,Neonauclea glabra (Roxb.) Bahk. f. & Ridsdale,Neonauclea,glabra (Roxb.) Bahk. f. & Ridsdale,1.0,1.0,39,,,,,,,Rubiaceae,Neonauclea glabra,Neonauclea glabra,946772-1,946772-1,Species,Manual
873,Neonauclea hagenii (Lauterb. & K. Schum.) Merr.,Neonauclea,hagenii (Lauterb. & K. Schum.) Merr.,1.0,1.0,39,,,,,,,Rubiaceae,Neonauclea hagenii,Neonauclea hagenii,757405-1,757405-1,Species,Manual
874,Neonauclea lanceolata (Blume) Merr.,Neonauclea,lanceolata (Blume) Merr.,1.0,1.0,39,,,,,,,Rubiaceae,Neonauclea lanceolata,Neonauclea lanceolata,757410-1,757410-1,Species,Manual
875,Neonauclea lanceolata subsp. gracilis (Vidal) Ridsdale,Neonauclea,lanceolata subsp. gracilis (Vidal) Ridsdale,1.0,1.0,39,,,,,,,Rubiaceae,Neonauclea lanceolata subsp. gracilis,Neonauclea lanceolata,757410-1,955339-1,Subspecies,Manual
876,Neonauclea longipedunculata Merr.,Neonauclea,longipedunculata Merr.,1.0,1.0,39,,,,,,,Rubiaceae,Neonauclea longipedunculata,Neonauclea longipedunculata,757411-1,757411-1,Species,Manual
877,Neonauclea media (Havil.) Merr.,Neonauclea,media (Havil.) Merr.,1.0,1.0,39,,,,,,,Rubiaceae,Neonauclea media,Neonauclea media,757414-1,757414-1,Species,Manual
878,Neonauclea obversifolia (Valeton) Merr. & L. M. Perry,Neonauclea,obversifolia (Valeton) Merr. & L. M. Perry,1.0,1.0,39,,,,,,,Rubiaceae,Neonauclea obversifolia,Neonauclea obversifolia,757425-1,757425-1,Species,Manual
879,Neonauclea purpurea (Roxb.) Merr.,Neonauclea,purpurea (Roxb.) Merr.,1.0,1.0,102,,,,,,,Rubiaceae,Neonauclea purpurea,Neonauclea purpurea,60459147-2,60459147-2,Species,Manual
880,Neonauclea reticulata (Havil.) Merr.,Neonauclea,reticulata (Havil.) Merr.,1.0,1.0,39,,,,,,,Rubiaceae,Neonauclea reticulata,Neonauclea reticulata,757436-1,757436-1,Species,Manual
881,Neonauclea sessilifolia (Roxb.) Merr.,Neonauclea,sessilifolia (Roxb.) Merr.,1.0,1.0,"39, 234",,,,,,,Rubiaceae,Neonauclea sessilifolia,Neonauclea sessilifolia,757439-1,757439-1,Species,Manual
882,Neurocalyx calycinus (R.Br. ex Benn.) B.L.Rob.,Neurocalyx,calycinus (R.Br. ex Benn.) B.L.Rob.,1.0,1.0,235,,,,,,,Rubiaceae,Neurocalyx calycinus,Neurocalyx calycinus,757504-1,757504-1,Species,Manual
883,Notopleura camponutans (Dwyer & M. V. Hayden) C. M. Taylor,Notopleura,camponutans (Dwyer & M. V. Hayden) C. M. Taylor,1.0,1.0,161,,,,,0.0,161,Rubiaceae,Notopleura camponutans,Notopleura camponutans,1096070-2,1096070-2,Species,Manual
884,Ochreinauclea maingayi (Hook. f.) Ridsdale,Ochreinauclea,maingayi (Hook. f.) Ridsdale,1.0,1.0,"39, 236",,,,,,,Rubiaceae,Ochreinauclea maingayi,Ochreinauclea maingayi,757659-1,757659-1,Species,Manual
885,Oldenlandia affinis (Roem. & Schult.) DC.,Oldenlandia,affinis (Roem. & Schult.) DC.,1.0,1.0,237,,,,,1.0,192,Rubiaceae,Oldenlandia affinis,Oldenlandia affinis,757678-1,757678-1,Species,Manual
887,Oldenlandia lancifolia (Schumach.) DC.,Oldenlandia,lancifolia (Schumach.) DC.,1.0,1.0,68,,,,,,,Rubiaceae,Oldenlandia lancifolia,Oldenlandia lancifolia,757942-1,757942-1,Species,Manual
888,Ophiorrhiza blumeana Korth.,Ophiorrhiza,blumeana Korth.,1.0,1.0,53/126,,,,,,,Rubiaceae,Ophiorrhiza blumeana,Ophiorrhiza blumeana,758379-1,758379-1,Species,Manual
889,Ophiorrhiza bracteata Korth.,Ophiorrhiza,bracteata Korth.,1.0,1.0,126,,,,,,,Rubiaceae,Ophiorrhiza bracteata,Ophiorrhiza bracteata,758383-1,758383-1,Species,Manual
890,Ophiorrhiza communis Ridl.,Ophiorrhiza,communis Ridl.,1.0,1.0,102,,,,,,,Rubiaceae,Ophiorrhiza communis,Ophiorrhiza communis,758401-1,758401-1,Species,Manual
891,Ophiorrhiza discolor R. Br. ex G. Don.,Ophiorrhiza,discolor R. Br. ex G. Don.,1.0,1.0,126,,,,,,,Rubiaceae,Ophiorrhiza discolor,Ophiorrhiza discolor,758420-1,758420-1,Species,Manual
892,Ophiorrhiza filistipula Miq.,Ophiorrhiza,filistipula Miq.,1.0,1.0,126,,,,,,,Rubiaceae,Ophiorrhiza filistipula,Ophiorrhiza filistipula,758438-1,758438-1,Species,Manual
893,Ophiorrhiza japonica Blume,Ophiorrhiza,japonica Blume,1.0,1.0,102,,,,,,,Rubiaceae,Ophiorrhiza japonica,Ophiorrhiza japonica,758479-1,758479-1,Species,Manual
894,Ophiorrhiza kunstleri King,Ophiorrhiza,kunstleri King,1.0,1.0,102,,,,,,,Rubiaceae,Ophiorrhiza kunstleri,Ophiorrhiza kunstleri,758486-1,758486-1,Species,Manual
895,Ophiorrhiza kuroiwae Makino,Ophiorrhiza,kuroiwae Makino,1.0,1.0,102,,,,,,,Rubiaceae,Ophiorrhiza kuroiwae,Ophiorrhiza kuroiwae,50884217-1,50884217-1,Species,Manual
896,Ophiorrhiza marginata Blume,Ophiorrhiza,marginata Blume,1.0,1.0,126,,,,,,,Rubiaceae,Ophiorrhiza marginata,Ophiorrhiza marginata,758518-1,758518-1,Species,Manual
897,Ophiorrhiza mungos L.,Ophiorrhiza,mungos L.,1.0,1.0,KN,,,,,,,Rubiaceae,Ophiorrhiza mungos,Ophiorrhiza mungos,758527-1,758527-1,Species,Manual
898,Ophiorrhiza pumila Champ. ex Benth.,Ophiorrhiza,pumila Champ. ex Benth.,1.0,1.0,"KN, 102",,,,,,,Rubiaceae,Ophiorrhiza pumila,Ophiorrhiza pumila,758576-1,758576-1,Species,Manual
899,Ophiorrhiza remotiflora Ridl.,Ophiorrhiza,remotiflora Ridl.,1.0,1.0,126,,,,,,,Rubiaceae,Ophiorrhiza remotiflora,Ophiorrhiza remotiflora,758581-1,758581-1,Species,Manual
900,Ophiorrhiza rosacea Ridl.,Ophiorrhiza,rosacea Ridl.,1.0,1.0,102,,,,,,,Rubiaceae,Ophiorrhiza rosacea,Ophiorrhiza rosacea,758590-1,758590-1,Species,Manual
901,Ophiorrhiza rugosa Wall.,Ophiorrhiza,rugosa Wall.,1.0,1.0,KN,,,,,,,Rubiaceae,Ophiorrhiza rugosa,Ophiorrhiza rugosa,758602-1,758602-1,Species,Manual
902,Ophiorrhiza teysmannii Miq.,Ophiorrhiza,teysmannii Miq.,1.0,1.0,126,,,,,,,Rubiaceae,Ophiorrhiza teysmannii,Ophiorrhiza teysmannii,758642-1,758642-1,Species,Manual
903,Ophiorrhiza tomentosa Jack ex Roxb.,Ophiorrhiza,tomentosa Jack ex Roxb.,1.0,1.0,102,,,,,,,Rubiaceae,Ophiorrhiza tomentosa,Ophiorrhiza tomentosa,758646-1,758646-1,Species,Manual
906,Oxyanthus speciosus DC.,Oxyanthus,speciosus DC.,1.0,1.0,238,1.0,205,,,0.0,205,Rubiaceae,Oxyanthus speciosus,Oxyanthus speciosus,758814-1,758814-1,Species,Manual
907,Paederia foetida L.,Paederia,foetida L.,1.0,1.0,239,,,,,,,Rubiaceae,Paederia foetida,Paederia foetida,758897-1,758897-1,Species,Manual
909,Palicourea acuminata (Benth.) Borhidi,Palicourea,acuminata (Benth.) Borhidi,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea acuminata,Palicourea acuminata,77115588-1,77115588-1,Species,Manual
910,Palicourea adusta Standl.,Palicourea,adusta Standl.,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea adusta,Palicourea adusta,180889-2,180889-2,Species,Manual
912,Palicourea alpina (Sw.) DC.,Palicourea,alpina (Sw.) DC.,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea alpina,Palicourea alpina,758987-1,758987-1,Species,Manual
913,Palicourea apoda (Steyerm.) Delprete & J. H. Kirkbr.,Palicourea,apoda (Steyerm.) Delprete & J. H. Kirkbr.,1.0,1.0,160,,,,,1.0,160,Rubiaceae,Palicourea apoda,Palicourea apoda,60473600-2,60473600-2,Species,Manual
914,Palicourea axillaris (Sw.) Borhidi,Palicourea,axillaris (Sw.) Borhidi,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea axillaris,Palicourea axillaris,77115589-1,77115589-1,Species,Manual
915,Palicourea bella (Standl.) Dwyer,Palicourea,bella (Standl.) Dwyer,1.0,1.0,68,,,,,,,Rubiaceae,Palicourea bella,Palicourea bella,180914-2,180914-2,Species,Manual
917,Palicourea chiriquiensis (Standl.) Borhidi,Palicourea,chiriquiensis (Standl.) Borhidi,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea chiriquiensis,Palicourea chiriquiensis,77161804-1,77161804-1,Species,Manual
918,Palicourea colorata (Hoffmanns. ex Willd.) Delprete & J. H. Kirkbr,Palicourea,colorata (Hoffmanns. ex Willd.) Delprete & J. H. Kirkbr,1.0,1.0,72,,,,,1.0,160,Rubiaceae,Palicourea colorata,Palicourea colorata,77161054-1,77161054-1,Species,Manual
919,Palicourea coriacea (Cham.) K. Schum.,Palicourea,coriacea (Cham.) K. Schum.,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea coriacea,Palicourea coriacea,180957-2,180957-2,Species,Manual
920,Palicourea correae (Dwyer & M. V. Hayden) Borhidi,Palicourea,correae (Dwyer & M. V. Hayden) Borhidi,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea correae,Palicourea correae,77161806-1,77161806-1,Species,Manual
921,Palicourea crocea (Sw.) Schult.,Palicourea,crocea (Sw.) Schult.,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea crocea,Palicourea crocea,759061-1,759061-1,Species,Manual
922,Palicourea croceoides Ham.,Palicourea,croceoides Ham.,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea croceoides,Palicourea croceoides,759062-1,759062-1,Species,Manual
923,Palicourea cyanococca (Seem. ex Dombrain) Borhidi,Palicourea,cyanococca (Seem. ex Dombrain) Borhidi,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea cyanococca,Palicourea cyanococca,77161808-1,77161808-1,Species,Manual
924,Palicourea deflexa (DC.) Borhidi,Palicourea,deflexa (DC.) Borhidi,1.0,1.0,72,,,,,0.0,158,Rubiaceae,Palicourea deflexa,Palicourea deflexa,77115599-1,77115599-1,Species,Manual
925,Palicourea dichroa (Standl.) Borhidi,Palicourea,dichroa (Standl.) Borhidi,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea dichroa,Palicourea dichroa,77161810-1,77161810-1,Species,Manual
926,Palicourea didymocarpos (A. Rich. ex DC.) Griseb,Palicourea,didymocarpos (A. Rich. ex DC.) Griseb,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea didymocarpos,Palicourea didymocarpos,759077-1,759077-1,Species,Manual
927,Palicourea domingensis (Jacq.) DC.,Palicourea,domingensis (Jacq.) DC.,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea domingensis,Palicourea domingensis,759083-1,759083-1,Species,Manual
928,Palicourea elata (Sw.) Borhidi,Palicourea,elata (Sw.) Borhidi,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea elata,Palicourea elata,77115600-1,77115600-1,Species,Manual
929,Palicourea fastigiata Kunth,Palicourea,fastigiata Kunth,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea fastigiata,Palicourea fastigiata,212772-2,212772-2,Species,Manual
930,Palicourea garciae Standl.,Palicourea,garciae Standl.,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea garciae,Palicourea garciae,181002-2,181002-2,Species,Manual
931,Palicourea glomerulata (Donn. Sm.) Borhidi,Palicourea,glomerulata (Donn. Sm.) Borhidi,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea glomerulata,Palicourea glomerulata,77115607-1,77115607-1,Species,Manual
932,Palicourea gracilenta (Müll. Arg.) Delprete & J. H. Kirkbr.,Palicourea,gracilenta (Müll. Arg.) Delprete & J. H. Kirkbr.,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea gracilenta,Palicourea gracilenta,77161069-1,77161069-1,Species,Manual
933,Palicourea hoffmannseggiana (Willd. ex Schult.) Borhidi,Palicourea,hoffmannseggiana (Willd. ex Schult.) Borhidi,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea hoffmannseggiana,Palicourea hoffmannseggiana,77115613-1,77115613-1,Species,Manual
935,Palicourea jungiana C. M. Taylor,Palicourea,jungiana C. M. Taylor,1.0,1.0,163,,,,,,,Rubiaceae,Palicourea jungiana,Palicourea jungiana,77153570-1,77153570-1,Species,Manual
938,Palicourea luxurians (Rusby) Borhidi,Palicourea,luxurians (Rusby) Borhidi,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea luxurians,Palicourea luxurians,77161819-1,77161819-1,Species,Manual
939,Palicourea mamillaris (Müll. Arg.) C M. Taylor,Palicourea,mamillaris (Müll. Arg.) C M. Taylor,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea mamillaris,Palicourea mamillaris,77160487-1,77160487-1,Species,Manual
940,Palicourea marcgravii A. St.-Hil.,Palicourea,marcgravii A. St.-Hil.,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea marcgravii,Palicourea marcgravii,759213-1,759213-1,Species,Manual
941,Palicourea minutiflora (Müll. Arg.) C. M. Taylor,Palicourea,minutiflora (Müll. Arg.) C. M. Taylor,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea minutiflora,Palicourea minutiflora,77160489-1,77160489-1,Species,Manual
942,Palicourea muscosa (Jaqc.) Delprete & J. H. Kirbr.,Palicourea,muscosa (Jaqc.) Delprete & J. H. Kirbr.,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea muscosa,Palicourea muscosa,77161081-1,77161081-1,Species,Manual
943,Palicourea ochnoides Dwyer,Palicourea,ochnoides Dwyer,1.0,1.0,68,,,,,,,Rubiaceae,Palicourea ochnoides,Palicourea ochnoides,181134-2,181134-2,Species,Manual
944,Palicourea ovalis Standl.,Palicourea,ovalis Standl.,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea ovalis,Palicourea ovalis,181140-2,181140-2,Species,Manual
945,Palicourea padifolia (Willd. ex Schult.) C. M. Taylor & Lorence,Palicourea,padifolia (Willd. ex Schult.) C. M. Taylor & Lorence,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea padifolia,Palicourea padifolia,281971-2,281971-2,Species,Manual
946,Palicourea pleiocephala (Müll. Arg.) C. M. Taylor,Palicourea,pleiocephala (Müll. Arg.) C. M. Taylor,1.0,1.0,163,,,,,,,Rubiaceae,Palicourea pleiocephala,Palicourea pleiocephala,77153572-1,77153572-1,Species,Manual
947,Palicourea prunifolia (Kunth) Borhidi,Palicourea,prunifolia (Kunth) Borhidi,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea prunifolia,Palicourea prunifolia,77161909-1,77161909-1,Species,Manual
948,Palicourea rigida Kunth,Palicourea,rigida Kunth,1.0,1.0,72,1.0,209,,,,,Rubiaceae,Palicourea rigida,Palicourea rigida,759300-1,759300-1,Species,Manual
950,Palicourea semirasa Standl.,Palicourea,semirasa Standl.,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea semirasa,Palicourea semirasa,181212-2,181212-2,Species,Manual
951,Palicourea sessilis (Vell.) C. M. Taylor,Palicourea,sessilis (Vell.) C. M. Taylor,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea sessilis,Palicourea sessilis,77153573-1,77153573-1,Species,Manual
953,Palicourea suerrensis (Donn. Sm.) Borhidi,Palicourea,suerrensis (Donn. Sm.) Borhidi,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea suerrensis,Palicourea suerrensis,77161833-1,77161833-1,Species,Manual
954,Palicourea tomentosa (Aubl.) Borhidi,Palicourea,tomentosa (Aubl.) Borhidi,1.0,1.0,7,,,1.0,31,0.0,31,Rubiaceae,Palicourea tomentosa,Palicourea tomentosa,77115635-1,77115635-1,Species,Manual
956,Palicourea triphylla DC.,Palicourea,triphylla DC.,1.0,1.0,7,,,,,,,Rubiaceae,Palicourea triphylla,Palicourea triphylla,759353-1,759353-1,Species,Manual
957,Palicourea tsakiana (C. M. Taylor) C. M. Taylor,Palicourea,tsakiana (C. M. Taylor) C. M. Taylor,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea tsakiana,Palicourea tsakiana,77160497-1,77160497-1,Species,Manual
959,Palicourea winkleri Borhidi,Palicourea,winkleri Borhidi,1.0,1.0,72,,,,,,,Rubiaceae,Palicourea winkleri,Palicourea winkleri,77150875-1,77150875-1,Species,Manual
961,Pauridiantha callicarpoides (Hiern) Bremek.,Pauridiantha,callicarpoides (Hiern) Bremek.,1.0,1.0,240,,,,,,,Rubiaceae,Pauridiantha callicarpoides,Pauridiantha callicarpoides,759441-1,759441-1,Species,Manual
962,Pauridiantha paucinervis (Hiern) Bremek,Pauridiantha,paucinervis (Hiern) Bremek,1.0,1.0,241,,,,,,,Rubiaceae,Pauridiantha paucinervis,Pauridiantha paucinervis,759461-1,759461-1,Species,Manual
963,Pavetta corymbosa (Dc.) F. N. Williams,Pavetta,corymbosa (Dc.) F. N. Williams,1.0,1.0,153,1.0,23/202,,,1.0,23,Rubiaceae,Pavetta corymbosa,Pavetta corymbosa,759636-1,759636-1,Species,Manual
964,Pavetta crassipes K. Schum.,Pavetta,crassipes K. Schum.,1.0,1.0,59/61,1.0,59/62,,,1.0,59/61,Rubiaceae,Pavetta crassipes,Pavetta crassipes,759639-1,759639-1,Species,Manual
965,Pavetta harborii S.Moore,Pavetta,harborii S.Moore,1.0,1.0,242,,,,,,,Rubiaceae,Pavetta harborii,Pavetta harborii,759729-1,759729-1,Species,Manual
966,Pavetta lanceolata Eckl.,Pavetta,lanceolata Eckl.,1.0,1.0,243,,,,,,,Rubiaceae,Pavetta lanceolata,Pavetta lanceolata,759794-1,759794-1,Species,Manual
968,Pavetta schumanniana F. Hoffm. ex K. Schum.,Pavetta,schumanniana F. Hoffm. ex K. Schum.,1.0,1.0,242,1.0,64,,,,,Rubiaceae,Pavetta schumanniana,Pavetta schumanniana,760027-1,760027-1,Species,Manual
969,Pavetta tomentosa Roxb. ex Sm.,Pavetta,tomentosa Roxb. ex Sm.,1.0,1.0,171,,,,,,,Rubiaceae,Pavetta tomentosa,Pavetta tomentosa,760100-1,760100-1,Species,Manual
970,Pentagonia gymnopoda (Standl.) Standl.,Pentagonia,gymnopoda (Standl.) Standl.,1.0,1.0,68,,,,,0.0,158,Rubiaceae,Pentagonia gymnopoda,Pentagonia gymnopoda,188109-2,188109-2,Species,Manual
971,Pentagonia macrophylla Benth.,Pentagonia,macrophylla Benth.,1.0,1.0,68,,,,,0.0,158,Rubiaceae,Pentagonia macrophylla,Pentagonia macrophylla,760184-1,760184-1,Species,Manual
973,Pentagonia pinnatifida Seem.,Pentagonia,pinnatifida Seem.,1.0,1.0,68,,,,,,,Rubiaceae,Pentagonia pinnatifida,Pentagonia pinnatifida,760190-1,760190-1,Species,Manual
974,Pentagonia wendlandii Hook. f.,Pentagonia,wendlandii Hook. f.,1.0,1.0,68,,,,,,,Rubiaceae,Pentagonia wendlandii,Pentagonia wendlandii,760201-1,760201-1,Species,Manual
976,Pentas lanceolata (Forssk.) Deflers,Pentas,lanceolata (Forssk.) Deflers,1.0,1.0,146,1.0,66,,,0.0,66,Rubiaceae,Pentas lanceolata,Pentas lanceolata,760275-1,760275-1,Species,Manual
981,Pogonopus speciosus (Jacq.) K. Schum.,Pogonopus,speciosus (Jacq.) K. Schum.,1.0,1.0,68/102,1.0,209,,,1.0,265/KN,Rubiaceae,Pogonopus speciosus,Pogonopus speciosus,204802-2,204802-2,Species,Manual
982,Pogonopus tubulosus (A. Rich. ex DC.) K. Schum.,Pogonopus,tubulosus (A. Rich. ex DC.) K. Schum.,1.0,1.0,102,1.0,209,,,1.0,265,Rubiaceae,Pogonopus tubulosus,Pogonopus tubulosus,204805-2,204805-2,Species,Manual
983,Posoqueria grandiflora Standl.,Posoqueria,grandiflora Standl.,1.0,1.0,68,,,,,,,Rubiaceae,Posoqueria grandiflora,Posoqueria grandiflora,208720-2,208720-2,Species,Manual
984,Posoqueria latifolia (Rudge) Schult.,Posoqueria,latifolia (Rudge) Schult.,1.0,1.0,68,,,,,0.0,158,Rubiaceae,Posoqueria latifolia,Posoqueria latifolia,1079607-2,1079607-2,Species,Manual
988,Psychotria alba Ruiz & Pav.,Psychotria,alba Ruiz & Pav.,1.0,1.0,163,,,,,,,Rubiaceae,Psychotria alba,Psychotria alba,212398-2,212398-2,Species,Manual
989,Psychotria bahiensis DC.,Psychotria,bahiensis DC.,1.0,1.0,KN,,,,,,,Rubiaceae,Psychotria bahiensis,Psychotria bahiensis,761435-1,761435-1,Species,Manual
990,Psychotria brachyceras Müll. Arg.,Psychotria,brachyceras Müll. Arg.,1.0,1.0,72,,,,,,,Rubiaceae,Psychotria brachyceras,Psychotria brachyceras,761527-1,761527-1,Species,Manual
991,Psychotria brachypoda (Müll. Arg.) Britton,Psychotria,brachypoda (Müll. Arg.) Britton,1.0,1.0,72,,,,,,,Rubiaceae,Psychotria brachypoda,Psychotria brachypoda,212532-2,212532-2,Species,Manual
993,Psychotria calocarpa Kurz,Psychotria,calocarpa Kurz,1.0,1.0,72,,,,,,,Rubiaceae,Psychotria calocarpa,Psychotria calocarpa,761603-1,761603-1,Species,Manual
995,Psychotria henryi H. Lév,Psychotria,henryi H. Lév,1.0,1.0,72,,,,,,,Rubiaceae,Psychotria henryi,Psychotria henryi,762210-1,762210-1,Species,Manual
996,Psychotria laciniata Vell.,Psychotria,laciniata Vell.,1.0,1.0,163,1.0,209,,,,,Rubiaceae,Psychotria laciniata,Psychotria laciniata,762388-1,762388-1,Species,Manual
997,Psychotria leiocarpa Cham. & Schltdl.,Psychotria,leiocarpa Cham. & Schltdl.,1.0,1.0,163,,,,,,,Rubiaceae,Psychotria leiocarpa,Psychotria leiocarpa,212975-2,212975-2,Species,Manual
998,Psychotria malayana Jack,Psychotria,malayana Jack,1.0,1.0,72,,,,,,,Rubiaceae,Psychotria malayana,Psychotria malayana,762593-1,762593-1,Species,Manual
1000,Psychotria milnei (A. Gray) K. Schum,Psychotria,milnei (A. Gray) K. Schum,1.0,1.0,72,,,,,,,Rubiaceae,Psychotria milnei,Psychotria milnei,762683-1,762683-1,Species,Manual
1001,Psychotria nuda (Cham. & Schltld.) Wawra,Psychotria,nuda (Cham. & Schltld.) Wawra,1.0,1.0,102,,,,,,,Rubiaceae,Psychotria nuda,Psychotria nuda,762814-1,762814-1,Species,Manual
1003,Psychotria pilifera Hutch.,Psychotria,pilifera Hutch.,1.0,1.0,72,,,,,,,Rubiaceae,Psychotria pilifera,Psychotria pilifera,763024-1,763024-1,Species,Manual
1004,Psychotria sarmentosoides Valeton,Psychotria,sarmentosoides Valeton,1.0,1.0,163,,,,,,,Rubiaceae,Psychotria sarmentosoides,Psychotria sarmentosoides,763316-1,763316-1,Species,Manual
1005,Psychotria stachyoides Benth.,Psychotria,stachyoides Benth.,1.0,1.0,72,,,,,,,Rubiaceae,Psychotria stachyoides,Psychotria stachyoides,213454-2,213454-2,Species,Manual
1006,Psychotria suterella Müll. Arg.,Psychotria,suterella Müll. Arg.,1.0,1.0,102,,,,,,,Rubiaceae,Psychotria suterella,Psychotria suterella,213495-2,213495-2,Species,Manual
